loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,st_sp,st_spstr,st_glon,st_glat,st_elon,st_elat
1949,Kepler-1553,Kepler-1553 b,Transit,1,4.24261881,,,,,0.10300000000000001,,19h27m40.60s,291.919159,+39d01m20.2s,39.022273,719.0,14.955,5288.0,0.85,0.81,,1.15,2016,,,71.699494,10.266331,305.220142,59.809853000000004
1950,Kepler-1554,Kepler-1554 b,Transit,1,198.088774,,,,,0.259,,19h06m18.28s,286.576164,+41d44m29.3s,41.741473,982.0,15.717,5297.0,0.84,0.81,,2.9,2016,,,72.46817800000002,15.101822,298.546197,63.547225
1951,Kepler-1555,Kepler-1555 b,Transit,1,8.10501635,,,,,0.14400000000000002,,19h10m32.51s,287.635473,+45d42m57.8s,45.716060999999996,1382.0,15.353,5866.0,1.04,1.06,,1.61,2016,,,76.57711,15.94395,303.000005,67.14579
1952,Kepler-1556,Kepler-1556 b,Transit,1,8.82713457,,,,,0.175,,19h13m35.28s,288.397002,+40d12m47.5s,40.2132,1060.0,15.247,5608.0,0.97,0.95,,1.96,2016,,,71.598163,13.227418,300.570033,61.71413100000001
1953,Kepler-1557,Kepler-1557 b,Transit,1,3.74032496,,,,,0.136,,19h35m31.54s,293.881413,+46d50m20.0s,46.838879,1532.0,15.331,6099.0,1.11,1.17,,1.53,2016,,,79.48344399999998,12.487003,314.306489,66.64210899999999
1954,Kepler-1558,Kepler-1558 b,Transit,1,3.50470358,,,,,0.061,,19h07m16.65s,286.819367,+46d54m42.1s,46.911694,343.0,13.632,5101.0,0.83,0.79,,0.68,2016,,,77.507442,16.919141,302.56936,68.457576
1955,Kepler-1559,Kepler-1559 b,Transit,1,0.97191543,,,,,0.064,,19h29m08.78s,292.28657999999996,+42d04m20.8s,42.072456,580.0,14.5,5316.0,0.86,0.82,,0.72,2016,,,74.60406,11.381171,307.745568,62.621653
1956,Kepler-156,Kepler-156 b,Transit,2,4.973456,0.054000000000000006,,,,0.205,,19h21m11.16s,290.296515,+37d44m58.2s,37.74949,439.0,14.172,5094.0,,0.81,,2.3,2014,,,69.964876,10.840397,302.120654,58.946251000000004
1957,Kepler-156,Kepler-156 c,Transit,2,15.906801000000002,0.117,,,,0.22699999999999998,,19h21m11.16s,290.296515,+37d44m58.2s,37.74949,439.0,14.172,5094.0,,0.81,,2.55,2014,,,69.964876,10.840397,302.120654,58.946251000000004
1958,Kepler-1560,Kepler-1560 b,Transit,1,3.03195744,,,,,0.079,,19h31m08.31s,292.784608,+43d12m57.5s,43.21598400000001,529.0,13.421,5815.0,1.02,1.02,,0.89,2016,,,75.815203,11.562844,309.359847,63.574828000000004
1959,Kepler-1561,Kepler-1561 b,Transit,1,1.00520701,,,,,0.09699999999999999,,19h47m41.66s,296.923604,+43d33m59.3s,43.566466999999996,993.0,14.658,5957.0,1.07,1.11,,1.09,2016,,,77.554789,9.06511,315.842172,62.785956999999996
1960,Kepler-1562,Kepler-1562 b,Transit,1,64.2737752,,,,,0.317,,19h37m49.37s,294.455709,+46d44m37.0s,46.743614,1315.0,15.589,5760.0,1.02,1.05,,3.55,2016,,,79.57733,12.092968,315.109394,66.39445699999999
1961,Kepler-1563,Kepler-1563 b,Transit,1,3.43276598,,,,,0.067,,19h14m17.66s,288.573588,+51d28m21.9s,51.472755,547.0,13.583,5765.0,1.0,0.99,,0.75,2016,,,82.386799,17.549415,310.715894,72.292629
1962,Kepler-1564,Kepler-1564 b,Transit,1,18.054038100000003,,,,,0.131,,19h22m20.67s,290.5861240000001,+46d38m33.7s,46.642689000000004,872.0,15.004000000000001,5528.0,0.93,0.9,,1.47,2016,,,78.303174,14.441514000000002,308.780215,67.330389
1963,Kepler-1565,Kepler-1565 b,Transit,1,1.53818844,,,,,0.106,,19h51m48.71s,297.952967,+40d48m24.5s,40.806808000000004,657.0,15.329,4940.0,0.76,0.73,,1.19,2016,,,75.509773,7.0408789999999986,315.106493,59.944646
1964,Kepler-1566,Kepler-1566 b,Transit,1,0.53991524,,,,,0.07,,18h54m21.03s,283.5876140000001,+40d34m29.7s,40.574927,511.0,14.311,5254.0,0.84,0.81,,0.79,2016,,,70.455901,16.738376000000002,293.085794,62.929421999999995
1965,Kepler-1567,Kepler-1567 b,Transit,1,153.979578,,,,,0.244,,19h06m46.85s,286.6952,+40d17m30.5s,40.291819,1226.0,15.672,5655.0,0.95,0.93,,2.73,2016,,,71.127981,14.44588,297.944298,62.121008999999994
1966,Kepler-1568,Kepler-1568 b,Transit,1,20.925392,,,,,0.11599999999999999,,19h16m43.84s,289.182664,+47d52m24.2s,47.873383000000004,883.0,13.966,5956.0,1.09,1.19,,1.3,2016,,,79.071727,15.809470999999998,307.596698,68.822598
1967,Kepler-1569,Kepler-1569 b,Transit,1,5.79180156,,,,,0.15,,19h28m49.13s,292.204706,+37d13m16.4s,37.22122,1050.0,13.96,6319.0,1.25,1.4,,1.68,2016,,,70.173635,9.24999,304.626515,58.02089399999999
1968,Kepler-157,Kepler-157 b,Transit,3,1.7323419999999998,0.028,,,,0.11800000000000001,,19h24m23.33s,291.097225,+38d52m32.2s,38.875609000000004,749.0,14.002,5774.0,,1.04,,1.32,2014,,,71.275867,10.772926,303.918161,59.85501
1969,Kepler-157,Kepler-157 c,Transit,3,13.5405,0.11,,,,0.2,,19h24m23.33s,291.097225,+38d52m32.2s,38.875609000000004,749.0,14.002,5774.0,,1.04,,2.24,2014,,,71.275867,10.772926,303.918161,59.85501
1970,Kepler-157,Kepler-157 d,Transit,3,7.02573474,,,,,0.13,,19h24m23.33s,291.097225,+38d52m32.2s,38.875609000000004,749.0,14.002,5774.0,,1.04,,1.46,2016,,,71.275867,10.772926,303.918161,59.85501
1971,Kepler-1570,Kepler-1570 b,Transit,1,26.548955,,,,,0.095,,19h59m26.84s,299.861833,+45d49m38.5s,45.827354,463.0,13.960999999999999,5550.0,0.92,0.89,,1.07,2016,,,80.589851,8.3784,322.199004,63.953306999999995
1972,Kepler-1571,Kepler-1571 b,Transit,1,3.38555488,,,,,0.136,,20h03m44.50s,300.935406,+45d35m47.6s,45.596546000000004,802.0,13.767000000000001,6297.0,1.23,1.39,,1.52,2016,,,80.780277,7.617045,323.469234,63.407343999999995
1973,Kepler-1572,Kepler-1572 b,Transit,1,5.49548621,,,,,0.084,,18h47m35.35s,281.897275,+46d43m21.5s,46.722633,600.0,13.95,5618.0,0.97,0.95,,0.94,2016,,,76.089004,20.012378,293.447163,69.195499
1974,Kepler-1573,Kepler-1573 b,Transit,1,2.6157554,,,,,0.107,,19h31m57.20s,292.988348,+49d29m05.9s,49.484970000000004,1180.0,15.18,5808.0,1.01,1.0,,1.2,2016,,,81.66086899999998,14.180448,315.849632,69.29209200000001
1975,Kepler-1574,Kepler-1574 b,Transit,1,6.9424334000000005,,,,,0.115,,19h28m38.08s,292.158664,+49d38m15.9s,49.63776,1275.0,15.158,5892.0,1.06,1.08,,1.29,2016,,,81.568465,14.732672,314.657559,69.664028
1976,Kepler-1575,Kepler-1575 b,Transit,1,2.55314213,,,,,0.11699999999999999,,19h34m58.38s,293.74325,+45d45m41.7s,45.761596999999995,1170.0,15.424000000000001,5667.0,0.95,0.92,,1.31,2016,,,78.45375200000002,12.090242,313.02960099999996,65.691561
1977,Kepler-1576,Kepler-1576 b,Transit,1,6.98471973,,,,,0.09300000000000001,,19h16m17.75s,289.073975,+40d21m57.7s,40.366015000000004,539.0,13.382,5876.0,1.05,1.06,,1.04,2016,,,71.961962,12.821982,301.706499,61.722038
1978,Kepler-1577,Kepler-1577 b,Transit,1,6.30560247,,,,,0.10099999999999999,,19h31m49.27s,292.955275,+47d34m23.2s,47.573105,543.0,15.056,4862.0,0.78,0.74,,1.13,2016,,,79.875262,13.375318,313.595689,67.56866
1979,Kepler-1578,Kepler-1578 b,Transit,1,1.45088691,,,,,0.09300000000000001,,19h13m12.48s,288.302,+47d46m32.0s,47.775555,1016.0,15.369000000000002,5545.0,0.9,0.86,,1.04,2016,,,78.738628,16.316148000000002,305.965957,68.940884
1980,Kepler-1579,Kepler-1579 b,Transit,1,0.84990789,,,,,0.075,,19h33m09.12s,293.288009,+43d30m54.0s,43.514988,466.0,15.22,4584.0,0.75,0.7,,0.84,2016,,,76.25535,11.369813,310.368289,63.726493999999995
1981,Kepler-158,Kepler-158 b,Transit,2,16.709184,0.111,,,,0.18899999999999997,,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,351.0,14.427,4623.0,,0.62,,2.12,2014,,,69.82044499999999,16.127079000000002,293.452384,62.082939
1982,Kepler-158,Kepler-158 c,Transit,2,28.551383,0.158,,,,0.17,,18h56m07.74s,284.032244,+39d46m52.9s,39.781348,351.0,14.427,4623.0,,0.62,,1.9,2014,,,69.82044499999999,16.127079000000002,293.452384,62.082939
1983,Kepler-1580,Kepler-1580 b,Transit,1,56.6449279,,,,,0.188,,19h03m52.49s,285.968722,+41d21m48.8s,41.363559,872.0,12.561,6228.0,1.47,2.15,,2.11,2016,,,71.923738,15.372963,297.351825,63.29446899999999
1984,Kepler-1581,Kepler-1581 b,Transit,1,6.28385491,,,,,0.071,,19h09m29.10s,287.371261,+39d36m12.9s,39.603581,443.0,12.4,6022.0,1.12,1.23,,0.8,2016,,,70.694165,13.694074,298.64745600000003,61.326435
1985,Kepler-1582,Kepler-1582 b,Transit,1,4.83817712,,,,,0.133,,19h17m30.40s,289.37665,+41d09m31.0s,41.158613,112.0,17.058,3208.0,0.28,0.3,,1.49,2016,,,72.798562,12.947168,302.649753,62.418891
1986,Kepler-1583,Kepler-1583 b,Transit,1,9.32807355,,,,,0.054000000000000006,,19h05m32.86s,286.386934,+47d00m59.9s,47.016628000000004,357.0,12.897,5645.0,0.94,0.91,,0.6,2016,,,77.495207,17.232139,301.89142000000004,68.649051
1987,Kepler-1584,Kepler-1584 b,Transit,1,13.3997099,,,,,0.14400000000000002,,19h11m03.04s,287.762683,+43d16m27.9s,43.274429,1325.0,14.924000000000001,6069.0,1.1,1.13,,1.61,2016,,,74.283781,14.903438,301.42859,64.787578
1988,Kepler-1585,Kepler-1585 b,Transit,1,3.5827463,,,,,0.16,,19h44m38.16s,296.159005,+44d33m47.2s,44.563114,1269.0,15.965,5538.0,0.94,0.91,,1.79,2016,,,78.173209,10.025944,315.5983,63.918724
1989,Kepler-1586,Kepler-1586 b,Transit,1,15.6049212,,,,,0.136,,19h52m48.63s,298.202609,+44d55m33.0s,44.92582700000001,864.0,13.095999999999998,6681.0,1.45,1.75,,1.52,2016,,,79.20908100000003,8.933095,318.931377,63.652275
1990,Kepler-1587,Kepler-1587 b,Transit,1,9.4060467,,,,,0.11900000000000001,,19h30m42.65s,292.67772599999995,+49d39m50.1s,49.663909999999994,907.0,14.09,5933.0,1.08,1.22,,1.33,2016,,,81.739315,14.438931,315.558336,69.541298
1991,Kepler-1588,Kepler-1588 b,Transit,1,7.84931739,,,,,0.068,,19h12m55.85s,288.232715,+48d00m07.8s,48.002178,658.0,13.857999999999999,5817.0,0.96,0.99,,0.76,2016,,,78.938199,16.445979,306.065278,69.16948000000001
1992,Kepler-1589,Kepler-1589 b,Transit,1,0.99166527,,,,,0.09699999999999999,,19h37m46.03s,294.441792,+40d34m18.1s,40.571686,1418.0,14.978,6166.0,1.18,1.25,,1.09,2016,,,73.99891,9.255828,309.911275,60.6685
1993,Kepler-159,Kepler-159 b,Transit,2,10.139623,0.08199999999999999,,,,0.212,,19h48m16.84s,297.07017,+40d52m07.6s,40.86878400000001,397.0,14.902000000000001,4625.0,,0.66,,2.38,2014,6.0,M0 V,75.22982900000002,7.651478,313.906901,60.248417
1994,Kepler-159,Kepler-159 c,Transit,2,43.595792,0.218,,,,0.304,,19h48m16.84s,297.07017,+40d52m07.6s,40.86878400000001,397.0,14.902000000000001,4625.0,,0.66,,3.41,2014,6.0,M0 V,75.22982900000002,7.651478,313.906901,60.248417
1995,Kepler-1590,Kepler-1590 b,Transit,1,7.61760804,,,,,0.102,,19h25m37.87s,291.4078120000001,+48d01m04.4s,48.017891,900.0,14.11,6053.0,1.11,1.16,,1.14,2016,,,79.834057,14.505294,311.529937,68.39259
1996,Kepler-1591,Kepler-1591 b,Transit,1,8.18504949,,,,,0.113,,19h46m04.00s,296.516659,+44d36m31.0s,44.608608000000004,1090.0,14.686,6082.0,1.1,1.16,,1.27,2016,,,78.33726899999998,9.823864,316.169939,63.858263
1997,Kepler-1592,Kepler-1592 b,Transit,1,3.05710069,,,,,0.13699999999999998,,19h35m24.16s,293.850646,+38d23m51.9s,38.397749,1349.0,14.802999999999999,6213.0,1.18,1.28,,1.54,2016,,,71.838196,8.640676,307.662419,58.758247999999995
1998,Kepler-1593,Kepler-1593 b,Transit,1,174.509835,,,,,0.28300000000000003,,20h01m57.16s,300.48818,+44d27m38.4s,44.46067,755.0,15.873,4995.0,0.81,0.77,,3.17,2016,,,79.635896,7.296788,321.729366,62.532644999999995
1999,Kepler-1594,Kepler-1594 b,Transit,1,2.71603809,,,,,0.095,,19h34m29.54s,293.62309,+47d57m42.9s,47.961914,1100.0,14.800999999999998,5946.0,1.06,1.08,,1.06,2016,,,80.436198,13.141757,315.093533,67.73697299999999
2000,Kepler-1595,Kepler-1595 b,Transit,1,4.56380468,,,,,0.11,,19h02m53.45s,285.722721,+43d00m34.1s,43.009479999999996,841.0,15.448,5203.0,0.84,0.8,,1.23,2016,,,73.430739,16.172386,297.886056,64.933959
2001,Kepler-1596,Kepler-1596 b,Transit,1,66.373379,,,,,0.17,,19h02m13.80s,285.557511,+49d19m48.3s,49.330073999999996,1166.0,15.37,5706.0,0.95,0.92,,1.9,2016,,,79.55819100000002,18.575403,302.505002,71.018266
2002,Kepler-1597,Kepler-1597 b,Transit,1,2.94654179,,,,,0.095,,19h12m39.35s,288.163973,+42d28m51.9s,42.481083,1255.0,14.144,6377.0,1.25,1.39,,1.06,2016,,,73.654574,14.315935,301.560374,63.94341
2003,Kepler-1598,Kepler-1598 b,Transit,1,4.34195123,,,,,0.085,,19h13m52.58s,288.469102,+46d47m01.2s,46.78368,734.0,13.874,5940.0,1.07,1.09,,0.95,2016,,,77.83274200000002,15.827336,305.332894,67.969984
2004,Kepler-1599,Kepler-1599 b,Transit,1,122.363553,,,,,0.145,,19h04m53.01s,286.220889,+41d09m04.5s,41.151251,1004.0,14.945,5767.0,0.99,0.99,,1.62,2016,,,71.79763,15.115656,297.644169,63.042281
2005,Kepler-16,Kepler-16 b,Transit,1,228.776,0.7048,0.0069,90.03200000000002,0.333,0.754,0.964,19h16m18.17s,289.07571,+51d45m26.8s,51.757439,61.0,11.762,4450.0,0.69,0.65,105.833,8.449,2011,,,82.78556400000002,17.366238,312.045501,72.418494
2006,Kepler-160,Kepler-160 b,Transit,2,4.309427,0.05,,,,0.13699999999999998,,19h11m05.66s,287.773581,+42d52m09.4s,42.869285999999995,841.0,14.619000000000002,5857.0,,0.88,,1.54,2014,,,73.902664,14.734748000000002,301.17922400000003,64.396736
2007,Kepler-160,Kepler-160 c,Transit,2,13.699087,0.109,,,,0.322,,19h11m05.66s,287.773581,+42d52m09.4s,42.869285999999995,841.0,14.619000000000002,5857.0,,0.88,,3.61,2014,,,73.902664,14.734748000000002,301.17922400000003,64.396736
2008,Kepler-1600,Kepler-1600 b,Transit,1,386.370548,,,,,0.27899999999999997,,19h25m35.85s,291.399384,+38d47m15.9s,38.78775200000001,992.0,15.825,5214.0,0.86,0.82,,3.13,2016,,,71.302183,10.523019,304.316221,59.703419
2009,Kepler-1601,Kepler-1601 b,Transit,1,2.20921951,,,,,0.073,,19h02m03.11s,285.512943,+38d04m47.1s,38.079747999999995,660.0,13.764000000000001,5869.0,1.04,1.07,,0.82,2016,,,68.656052,14.406559,295.044967,60.177358
2010,Kepler-1602,Kepler-1602 b,Transit,1,11.17931605,,,,,0.12,,19h34m19.41s,293.5808580000001,+40d25m38.9s,40.427478,815.0,13.352,6296.0,1.22,1.36,,1.34,2016,,,73.560847,9.768391,308.550993,60.749
2011,Kepler-1603,Kepler-1603 b,Transit,1,2.27163926,,,,,0.115,,19h41m19.16s,295.3298430000001,+42d32m05.9s,42.534966,1751.0,15.332,6241.0,1.21,1.31,,1.29,2016,,,76.0719,9.593373,312.65697,62.274069999999995
2012,Kepler-1604,Kepler-1604 b,Transit,1,0.68368426,,,,,0.126,,19h01m38.55s,285.410633,+44d24m44.0s,44.412212,562.0,14.915,4976.0,0.81,0.76,,1.41,2016,,,74.699732,16.906364,298.238422,66.347264
2013,Kepler-1605,Kepler-1605 b,Transit,1,85.7565495,,,,,0.096,,19h08m32.37s,287.13489500000014,+47d29m19.0s,47.488621,224.0,12.429,5280.0,0.86,0.82,,1.08,2016,,,78.150562,16.935331,303.63626800000003,68.935676
2014,Kepler-1606,Kepler-1606 b,Transit,1,196.435224,,,,,0.185,,19h05m30.78s,286.378264,+43d04m23.7s,43.07325,880.0,15.139000000000001,5422.0,0.9,0.86,,2.07,2016,,,73.682301,15.753917,299.015979,64.87132
2015,Kepler-1607,Kepler-1607 b,Transit,1,13.6473676,,,,,0.08199999999999999,,19h44m14.37s,296.059869,+42d39m21.8s,42.656051,735.0,13.897,6116.0,1.14,1.21,,0.92,2016,,,76.439042,9.178331,313.824707,62.187619999999995
2016,Kepler-1608,Kepler-1608 b,Transit,1,16.4735686,,,,,0.154,,19h42m15.25s,295.563558,+39d25m03.4s,39.417606,832.0,15.889000000000001,4992.0,0.75,0.72,,1.73,2016,,,73.384596,7.951434,310.753952,59.292739000000005
2017,Kepler-1609,Kepler-1609 b,Transit,1,114.34219,,,,,0.198,,19h20m35.17s,290.146555,+39d39m57.0s,39.665821,1483.0,15.015,6132.0,1.18,1.27,,2.22,2016,,,71.67206999999998,11.780445,302.943781,60.821242000000005
2018,Kepler-161,Kepler-161 b,Transit,2,4.921355,0.054000000000000006,,,,0.18899999999999997,,19h22m03.96s,290.5164910000001,+43d05m01.8s,43.083824,464.0,14.196,5078.0,,0.81,,2.12,2014,,,74.955686,12.994682,305.726492,63.99995
2019,Kepler-161,Kepler-161 c,Transit,2,7.06424,0.068,,,,0.183,,19h22m03.96s,290.5164910000001,+43d05m01.8s,43.083824,464.0,14.196,5078.0,,0.81,,2.05,2014,,,74.955686,12.994682,305.726492,63.99995
2020,Kepler-1610,Kepler-1610 b,Transit,1,8.70181574,,,,,0.14400000000000002,,19h43m37.20s,295.90501,+45d24m19.6s,45.405434,1063.0,15.85,5383.0,0.91,0.87,,1.61,2016,,,78.840813,10.583032,316.003006,64.761974
2021,Kepler-1611,Kepler-1611 b,Transit,1,5.1762429,,,,,0.07200000000000001,,19h46m02.89s,296.5120490000001,+49d43m40.0s,49.727764,686.0,14.435,5605.0,0.94,0.93,,0.81,2016,,,82.93229699999998,12.246446,321.782151,68.452493
2022,Kepler-1612,Kepler-1612 b,Transit,1,3.91795101,,,,,0.092,,19h25m00.07s,291.250279,+45d39m18.3s,45.655075,837.0,14.75,5643.0,0.96,0.94,,1.03,2016,,,77.576955,13.610451,308.96614900000003,66.24333
2023,Kepler-1613,Kepler-1613 b,Transit,1,1.5184299,,,,,0.18600000000000005,,19h19m30.01s,289.875041,+43d25m15.5s,43.420963,855.0,14.118,6005.0,1.08,1.12,,2.08,2016,,,75.067646,13.560417,304.951756,64.467413
2024,Kepler-1614,Kepler-1614 b,Transit,1,3.9466141,,,,,0.133,,18h59m29.12s,284.871334,+49d46m33.3s,49.775913,982.0,15.923,5121.0,0.79,0.76,,1.49,2016,,,79.84003299999998,19.146188,301.644882,71.584756
2025,Kepler-1615,Kepler-1615 b,Transit,1,47.31261920000001,,,,,0.184,,19h05m26.21s,286.359226,+42d13m38.9s,42.22747800000001,940.0,14.552999999999999,5865.0,1.04,1.05,,2.06,2016,,,72.866817,15.439927,298.474241,64.058297
2026,Kepler-1616,Kepler-1616 b,Transit,1,6.76284377,,,,,0.091,,19h06m10.47s,286.543637,+45d18m17.5s,45.304874,862.0,13.499,6266.0,1.21,1.34,,1.02,2016,,,75.877236,16.4943,300.810389,66.983068
2027,Kepler-1617,Kepler-1617 b,Transit,1,27.4785572,,,,,0.107,,19h11m44.93s,287.93721899999997,+46d25m06.6s,46.418490999999996,813.0,13.63,6167.0,1.15,1.22,,1.2,2016,,,77.335187,16.022235000000002,304.098041,67.745701
2028,Kepler-1618,Kepler-1618 b,Transit,1,6.10826019,,,,,0.11199999999999999,,19h40m42.09s,295.175391,+45d55m51.3s,45.930908,1238.0,13.606,6620.0,1.41,1.65,,1.26,2016,,,79.071658,11.279242,315.405418,65.449587
2029,Kepler-1619,Kepler-1619 b,Transit,1,23.6225913,,,,,0.068,,19h02m48.83s,285.7034720000001,+44d25m19.2s,44.422001,520.0,13.341,5852.0,1.0,1.0,,0.76,2016,,,74.790262,16.715745000000002,298.74706000000003,66.301133
2030,Kepler-162,Kepler-162 b,Transit,2,6.919797999999999,0.069,,,,0.11199999999999999,,19h49m06.94s,297.27891,+43d43m26.5s,43.724018,905.0,14.248,5816.0,,0.96,,1.26,2014,,,77.820887,8.917297,316.495382,62.828635999999996
2031,Kepler-162,Kepler-162 c,Transit,2,19.446355,0.13699999999999998,,,,0.27,,19h49m06.94s,297.27891,+43d43m26.5s,43.724018,905.0,14.248,5816.0,,0.96,,3.03,2014,,,77.820887,8.917297,316.495382,62.828635999999996
2032,Kepler-1620,Kepler-1620 b,Transit,1,101.951829,,,,,0.14400000000000002,,19h49m05.01s,297.270876,+46d55m42.3s,46.928416999999996,773.0,13.658,6157.0,1.15,1.23,,1.61,2016,,,80.661075,10.476459,319.596336,65.737831
2033,Kepler-1621,Kepler-1621 b,Transit,1,92.263714,,,,,0.193,,19h50m21.24s,297.588518,+43d50m28.4s,43.841221000000004,1461.0,15.015,6158.0,1.15,1.24,,2.16,2016,,,78.035133,8.779869999999999,317.046899,62.846247
2034,Kepler-1622,Kepler-1622 b,Transit,1,10.8118737,,,,,0.131,,19h49m18.94s,297.32891,+47d48m55.7s,47.815472,927.0,13.385,6436.0,1.31,1.5,,1.47,2016,,,81.471971,10.86814,320.671204,66.511909
2035,Kepler-1623,Kepler-1623 b,Transit,1,4.36128348,,,,,0.11699999999999999,,19h36m19.85s,294.082695,+39d33m22.0s,39.556103,986.0,14.950999999999999,5772.0,1.0,1.0,,1.31,2016,,,72.959644,9.023206,308.714845,59.800049
2036,Kepler-1624,Kepler-1624 b,Transit,1,3.29030452,,,,,0.509,,19h30m19.17s,292.57986,+37d22m35.1s,37.376411,199.0,15.669,3636.0,0.5,0.47,,5.7,2016,,,70.451787,9.055739,305.250874,58.084123
2037,Kepler-1625,Kepler-1625 b,Transit,1,287.3789490000001,,,,,0.541,,19h41m43.04s,295.429347,+39d53m11.6s,39.886547,1213.0,15.755999999999998,5677.0,0.96,0.94,,6.06,2016,,,73.749994,8.267227,310.874431,59.769028000000006
2038,Kepler-1626,Kepler-1626 b,Transit,1,4.13962966,,,,,0.18,,19h46m00.11s,296.500445,+40d43m16.4s,40.72123,1718.0,14.275,6826.0,1.51,1.85,,2.02,2016,,,74.88679499999998,7.955285000000001,312.988764,60.26668000000001
2039,Kepler-1627,Kepler-1627 b,Transit,1,7.20283653,,,,,0.32899999999999996,,18h56m13.60s,284.05668399999996,+41d34m36.2s,41.576733000000004,311.0,13.027999999999999,5445.0,0.87,0.84,,3.69,2016,,,71.564564,16.77968,294.331549,63.833408999999996
2040,Kepler-1628,Kepler-1628 b,Transit,1,76.378033,,,,,0.574,,18h46m32.09s,281.6337,+43d24m41.7s,43.411578999999996,352.0,16.595,3724.0,0.55,0.52,,6.43,2016,,,72.705761,19.098899,291.110171,66.00044100000001
2041,Kepler-1629,Kepler-1629 b,Transit,1,3.87595807,,,,,0.069,,18h40m49.59s,280.206621,+43d46m27.5s,43.774297,390.0,12.75,5776.0,1.01,1.01,,0.77,2016,,,72.70888599999998,20.194246,288.755313,66.550297
2042,Kepler-163,Kepler-163 b,Transit,2,7.810936999999999,0.078,,,,0.094,,19h40m00.68s,295.002819,+46d59m14.4s,46.98732800000001,750.0,14.415,5776.0,,0.92,,1.05,2014,,,79.973248,11.870873,316.213542,66.46041899999999
2043,Kepler-163,Kepler-163 c,Transit,2,21.347262,0.152,,,,0.20199999999999999,,19h40m00.68s,295.002819,+46d59m14.4s,46.98732800000001,750.0,14.415,5776.0,,0.92,,2.26,2014,,,79.973248,11.870873,316.213542,66.46041899999999
2044,Kepler-1630,Kepler-1630 b,Transit,1,509.997402,,,,,0.195,,19h50m01.99s,297.508294,+43d42m39.4s,43.710953,278.0,14.15,4736.0,0.66,0.63,,2.19,2016,,,77.891529,8.766352000000001,316.816208,62.75030699999999
2045,Kepler-1631,Kepler-1631 b,Transit,1,4.09513932,,,,,0.12,,19h38m31.82s,294.6325700000001,+43d48m27.6s,43.807671,1190.0,15.524000000000001,5679.0,0.97,0.95,,1.35,2016,,,76.97304399999999,10.638052,312.65234,63.644594
2046,Kepler-1632,Kepler-1632 b,Transit,1,448.303558,,,,,0.22,,19h37m58.77s,294.49485899999996,+43d54m49.0s,43.91362,584.0,13.093,6137.0,1.12,1.19,,2.47,2016,,,77.021999,10.775057,312.533675,63.779954000000004
2047,Kepler-1633,Kepler-1633 b,Transit,1,186.404271,,,,,0.141,,19h14m03.65s,288.515202,+44d55m23.6s,44.923225,811.0,13.435,6256.0,1.2,1.32,,1.58,2016,,,76.072241,15.063873999999998,303.860384,66.199652
2048,Kepler-1634,Kepler-1634 b,Transit,1,374.876239,,,,,0.285,,19h36m10.42s,294.043409,+45d08m23.2s,45.139786,654.0,14.508,5474.0,0.92,0.89,,3.19,2016,,,77.983645,11.621928,312.918884,65.036689
2049,Kepler-1635,Kepler-1635 b,Transit,1,469.63111,,,,,0.325,,19h01m23.76s,285.348993,+45d33m22.3s,45.556183000000004,1084.0,15.696,5347.0,0.89,0.85,,3.64,2016,,,75.796864,17.366132,298.916088,67.460792
2050,Kepler-1636,Kepler-1636 b,Transit,1,425.47785,,,,,0.28800000000000003,,19h36m13.83s,294.057625,+46d26m27.7s,46.441031,1567.0,15.807,5797.0,1.01,1.02,,3.23,2016,,,79.17485699999997,12.200565,314.18100400000003,66.22931
2051,Kepler-1637,Kepler-1637 b,Transit,1,6.10960324,,,,,0.079,,18h48m56.84s,282.236848,+48d09m15.5s,48.154297,506.0,13.328,5789.0,1.02,1.02,,0.89,2016,,,77.612247,20.251151,295.100547,70.529196
2052,Kepler-1638,Kepler-1638 b,Transit,1,259.33683,,,,,0.16699999999999998,,19h41m55.78s,295.48240699999997,+48d31m28.0s,48.524445,879.0,14.759,5710.0,0.97,0.95,,1.87,2016,,,81.521629,12.288227,318.680065,67.70334100000001
2053,Kepler-1639,Kepler-1639 b,Transit,1,9.878482,,,,,0.23,,18h52m16.47s,283.068632,+48d48m07.5s,48.802085999999996,1168.0,14.495999999999999,6150.0,1.12,1.18,,2.58,2016,,,78.453377,19.935469,297.235488,71.00800699999999
2054,Kepler-164,Kepler-164 b,Transit,3,5.03503,0.058,,,,0.126,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,991.0,14.282,5888.0,,1.15,,1.41,2014,,,78.4586,16.584661999999998,304.91046600000004,68.924266
2055,Kepler-164,Kepler-164 c,Transit,3,10.945723,0.097,,,,0.244,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,991.0,14.282,5888.0,,1.15,,2.73,2014,,,78.4586,16.584661999999998,304.91046600000004,68.924266
