loc_rowid,pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,st_sp,st_spstr,st_glon,st_glat,st_elon,st_elat
98,DP Leo,DP Leo b,Eclipse Timing Variations,1,10220.0,8.19,0.39,,6.05,,,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,,,,0.69,,,,2009,,,230.897313,66.456659,163.074589,12.285517
99,EPIC 211822797,EPIC 211822797 b,Transit,1,21.169861,0.131,0.06,89.73,,0.177,,08h41m38.49s,130.41037,+17d38m24.0s,17.640005,187.19,15.255999999999998,4148.21,0.66,0.57,,1.98,2016,,,208.283082,32.037612,128.156453,-0.60763
100,EPIC 211945201,EPIC 211945201 b,Transit,1,19.49221,0.1493,,,,0.514,,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,10.154,6069.0,1.17,1.39,,5.76,2018,4.0,G0,208.781802,38.127689,133.29632,2.686761
101,EPIC 220674823,EPIC 220674823 b,Transit,2,0.571331,0.0134,,,,0.162,,00h52m19.15s,13.07978,+10d47m40.9s,10.794699000000001,246.1,12.102,5617.0,0.97,0.98,,1.82,2016,4.5,G5 V,123.28403,-52.076426,16.226339000000003,4.784518
102,EPIC 220674823,EPIC 220674823 c,Transit,2,13.339079000000002,0.1091,,,,0.244,,00h52m19.15s,13.07978,+10d47m40.9s,10.794699000000001,246.1,12.102,5617.0,0.97,0.98,,2.73,2016,4.5,G5 V,123.28403,-52.076426,16.226339000000003,4.784518
103,EPIC 246851721,EPIC 246851721 b,Transit,1,6.180235,0.07229,,86.21,3.0,1.051,3.1,05h15m40.74s,78.91974599999998,+16d16m43.5s,16.278742,336.7,11.439,6202.0,1.32,1.59,953.49,11.780999999999999,2018,3.5,F5 V,186.975281,-12.640845,79.294174,-6.74971
104,FU Tau,FU Tau b,Imaging,1,,800.0,,,16.0,,,04h23m35.74s,65.89890799999999,+25d02m59.6s,25.049898000000002,140.0,,2838.0,0.05,,5085.28,,2008,6.72,M7.25,172.115586,-16.960789000000002,68.24765500000001,3.4123040000000002
105,Fomalhaut,Fomalhaut b,Imaging,1,555530.0,160.0,0.87,55.0,,,,22h57m39.05s,344.412689,-29d37m20.1s,-29.622235999999997,7.7,1.16,,1.92,,,,2008,2.3,A3 V,20.488021,-64.90957,333.860252,-21.135613
106,GJ 1132,GJ 1132 b,Transit,2,1.628931,0.0153,0.22,,0.005220000000000001,,6.3,10h14m51.78s,153.71573700000005,-47d09m24.2s,-47.156727000000004,12.04,13.49,3270.0,0.18,0.21,1.66,,2015,6.45,M4.5 V,277.259427,7.760275999999998,181.44556200000002,-52.418931
107,GJ 1132,GJ 1132 c,Transit,2,8.929,0.0476,0.27,,0.00831,,,10h14m51.78s,153.71573700000005,-47d09m24.2s,-47.156727000000004,12.04,13.49,3270.0,0.18,0.21,,,2018,6.45,M4.5 V,277.259427,7.760275999999998,181.44556200000002,-52.418931
108,GJ 1148,GJ 1148 b,Radial Velocity,2,41.38,0.166,0.38,,0.30425,,,11h41m44.63s,175.435974,+42d45m07.1s,42.751971999999995,11.02,11.92,3264.0,0.35,0.4,,,2010,6.4,M4,160.612622,68.918003,156.148069,36.838993
109,GJ 1148,GJ 1148 c,Radial Velocity,2,532.58,0.912,0.342,,0.21414,,,11h41m44.63s,175.435974,+42d45m07.1s,42.751971999999995,11.02,11.92,3264.0,0.35,0.4,,,2017,6.4,M4,160.612622,68.918003,156.148069,36.838993
110,GJ 1214,GJ 1214 b,Transit,1,1.58040456,0.01411,,88.17,0.0197,0.254,1.49,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,12.95,15.1,3026.0,0.15,0.22,6.26125,2.847,2009,6.45,M4.5,26.163966,23.610877,257.383147,27.915249
111,GJ 1265,GJ 1265 b,Radial Velocity,1,3.6511,0.026,0.04,,0.023280000000000002,,,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,13.57,3236.0,0.18,0.19,,,2018,6.4,M4.5 V,39.079368,-52.50966800000001,329.007452,-6.269607
112,GJ 163,GJ 163 b,Radial Velocity,3,8.63182,0.0607,0.073,,0.03335,,,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.81,3500.0,0.4,,,,2013,6.35,M3.5 V,262.781877,-45.323559,30.835617,-71.166855
113,GJ 163,GJ 163 c,Radial Velocity,3,25.63058,0.1254,0.099,,0.0214,,,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.81,3500.0,0.4,,,,2013,6.35,M3.5 V,262.781877,-45.323559,30.835617,-71.166855
114,GJ 163,GJ 163 d,Radial Velocity,3,603.95116,1.0304,0.373,,0.0925,,,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.81,3500.0,0.4,,,,2013,6.35,M3.5 V,262.781877,-45.323559,30.835617,-71.166855
115,GJ 179,GJ 179 b,Radial Velocity,1,2288.0,2.41,0.21,,0.82,,,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12.0,3370.0,0.36,0.38,,,2009,6.35,M3.5 V,192.22585,-22.862487,72.440162,-15.933888
116,GJ 273,GJ 273 b,Radial Velocity,2,18.6498,0.091101,0.1,,0.00909,,,07h27m24.50s,111.85208100000001,+05d13m32.8s,5.225785,3.8,9.872,3382.0,0.29,0.29,,,2017,6.35,M3.5,212.344605,10.373589,112.742728,-16.50485
117,GJ 273,GJ 273 c,Radial Velocity,2,4.7234,0.036467,0.17,,0.00371,,,07h27m24.50s,111.85208100000001,+05d13m32.8s,5.225785,3.8,9.872,3382.0,0.29,0.29,,,2017,6.35,M3.5,212.344605,10.373589,112.742728,-16.50485
118,GJ 3021,GJ 3021 b,Radial Velocity,1,133.71,0.49,0.511,,3.37,,,00h16m12.68s,4.052823,-79d51m04.3s,-79.85118100000003,17.56,6.59,5540.0,0.9,0.9,,,2000,4.6,G6 V,304.8713370000001,-37.144007,294.815071,-65.241399
119,GJ 3138,GJ 3138 b,Radial Velocity,3,1.22003,0.0197,0.19,,0.0056,,,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.98,3717.0,0.68,0.5,,,2017,6.0,M0,185.995664,-69.012079,23.84291,-27.519969
120,GJ 3138,GJ 3138 c,Radial Velocity,3,5.974,0.057,0.11,,0.01315,,,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.98,3717.0,0.68,0.5,,,2017,6.0,M0,185.995664,-69.012079,23.84291,-27.519969
121,GJ 3138,GJ 3138 d,Radial Velocity,3,257.8,0.698,0.32,,0.03304,,,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,,10.98,3717.0,0.68,0.5,,,2017,6.0,M0,185.995664,-69.012079,23.84291,-27.519969
122,GJ 317,GJ 317 b,Radial Velocity,2,692.0,1.15,0.11,45.0,2.5,,,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,11.97,3510.0,0.42,,794.5,,2007,6.25,M2.5 V,246.799424,11.189983,140.75966,-40.070149
123,GJ 317,GJ 317 c,Radial Velocity,2,5312.0,,0.308,,1.54,,,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,11.97,3510.0,0.42,,,,2018,6.25,M2.5 V,246.799424,11.189983,140.75966,-40.070149
124,GJ 328,GJ 328 b,Radial Velocity,1,4100.0,4.5,0.37,,2.3,,,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,9.97,3900.0,0.69,,,,2013,6.1,M1,226.70542000000003,28.000745,135.787777,-15.207851999999999
125,GJ 3293,GJ 3293 b,Radial Velocity,4,30.5987,0.14339000000000002,0.06,,0.07406,,,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,3466.0,0.42,0.4,,,2015,6.25,M2.5,223.539019,-41.612063,59.472876,-46.216159999999995
126,GJ 3293,GJ 3293 c,Radial Velocity,4,122.6196,0.36175,0.11,,0.06636,,,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,3466.0,0.42,0.4,,,2015,6.25,M2.5,223.539019,-41.612063,59.472876,-46.216159999999995
127,GJ 3293,GJ 3293 d,Radial Velocity,4,48.1345,0.19394,0.12,,0.02391,,,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,3466.0,0.42,0.4,,,2017,6.25,M2.5,223.539019,-41.612063,59.472876,-46.216159999999995
128,GJ 3293,GJ 3293 e,Radial Velocity,4,13.2543,0.08208,0.21,,0.010320000000000001,,,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,20.2,11.962,3466.0,0.42,0.4,,,2017,6.25,M2.5,223.539019,-41.612063,59.472876,-46.216159999999995
129,GJ 3323,GJ 3323 b,Radial Velocity,2,5.3636,0.03282,0.23,,0.00636,,,05h01m57.43s,75.48928000000002,-06d56m46.5s,-6.946263,5.32,12.22,3159.0,0.16,0.12,,,2017,6.4,M4,206.43054,-27.471237,73.386219,-29.552486
130,GJ 3323,GJ 3323 c,Radial Velocity,2,40.54,0.1264,0.17,,0.00727,,,05h01m57.43s,75.48928000000002,-06d56m46.5s,-6.946263,5.32,12.22,3159.0,0.16,0.12,,,2017,6.4,M4,206.43054,-27.471237,73.386219,-29.552486
131,GJ 3341,GJ 3341 b,Radial Velocity,1,14.207,0.08900000000000001,0.31,,0.0208,,,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951000000002,23.16,12.08,3526.0,0.47,0.44,,,2015,6.25,M2.5,234.219884,-33.034901,73.767614,-54.114028000000005
132,GJ 3470,GJ 3470 b,Radial Velocity,1,3.3366487,0.031,0.017,88.88,0.043,0.34600000000000003,1.18,07h59m05.84s,119.774349,+15d23m29.4s,15.391492000000001,25.2,12.33,3652.0,0.51,0.48,13.73,3.88,2012,6.15,M1.5,206.235418,21.757602,118.73105600000001,-5.127428
133,GJ 3634,GJ 3634 b,Radial Velocity,1,2.64561,0.0287,0.08,59.0,0.026,,,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.8,11.93,,0.45,0.43,8.4,,2010,6.25,M2.5,276.223405,25.810023,179.848028,-34.378377
134,GJ 3779,GJ 3779 b,Radial Velocity,1,3.0232,0.026,0.07,,0.025169999999999998,,,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,12.96,3324.0,0.27,0.28,,,2018,6.4,M4.0 V,14.115263,82.427479,188.74413,30.543627
135,GJ 3942,GJ 3942 b,Radial Velocity,1,6.905,0.0608,0.121,,0.02246,,,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,10.25,3867.0,0.63,0.61,,,2017,6.0,M0,82.2045,45.470077,211.505298,70.79522800000001
136,GJ 3998,GJ 3998 b,Radial Velocity,2,2.64977,0.029,0.0,,0.00777,,,17h16m00.64s,259.002655,+11d03m27.6s,11.057666000000001,17.79,10.83,3722.0,0.5,0.49,,,2016,6.1,M1,32.274221000000004,26.150632,256.94827999999995,34.000028
137,GJ 3998,GJ 3998 c,Radial Velocity,2,13.74,0.08900000000000001,0.049,,0.0197,,,17h16m00.64s,259.002655,+11d03m27.6s,11.057666000000001,17.79,10.83,3722.0,0.5,0.49,,,2016,6.1,M1,32.274221000000004,26.150632,256.94827999999995,34.000028
138,GJ 433,GJ 433 b,Radial Velocity,1,7.3709,0.06,0.08,,0.02,,,11h35m26.95s,173.86228899999998,-32d32m23.9s,-32.539970000000004,9.07,9.806000000000001,3461.0,0.59,0.5,,,2011,6.15,M1.5,284.883981,27.654775,188.900467,-31.961933000000002
139,GJ 436,GJ 436 b,Radial Velocity,1,2.64388312,0.0291,0.13827,86.44,0.07,0.3720000000000001,1.8,11h42m11.09s,175.546219,+26d42m23.7s,26.70657000000001,9.76,10.67,,0.47,0.46,22.1,4.17,2004,6.25,M2.5 V,210.542041,74.568904,164.77369199999998,22.627727
140,GJ 504,GJ 504 b,Imaging,1,,43.5,,,4.0,,,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.54,5.22,6234.0,1.22,,1271.3,,2013,4.0,G0 V,322.7901490000001,71.3124,194.008198,16.214869
141,GJ 536,GJ 536 b,Radial Velocity,1,8.7076,0.06661,0.08,,0.01686,,,14h01m03.19s,210.26328999999998,-02d39m17.5s,-2.654864,10.03,9.72,3685.0,0.52,0.5,,,2016,6.1,M1 V,335.055454,55.813453,209.104682,9.076727
142,GJ 581,GJ 581 b,Radial Velocity,3,5.3686,0.04061,0.0,,0.0497,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,6.3,10.56,,0.31,0.29,,,2005,6.3,M3 V,354.077543,40.01875,229.521622,10.256542999999999
143,GJ 581,GJ 581 c,Radial Velocity,3,12.914,0.0721,0.0,,0.0173,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,6.3,10.56,,0.31,0.29,,,2007,6.3,M3 V,354.077543,40.01875,229.521622,10.256542999999999
144,GJ 581,GJ 581 e,Radial Velocity,3,3.149,0.02815,0.0,,0.0053,,,15h19m26.82s,229.861771,-07d43m20.2s,-7.7222800000000005,6.3,10.56,,0.31,0.29,,,2009,6.3,M3 V,354.077543,40.01875,229.521622,10.256542999999999
145,GJ 625,GJ 625 b,Radial Velocity,1,14.628,0.078361,0.13,,0.008870000000000001,,,16h25m24.62s,246.3526,+54d18m14.8s,54.304104,6.49,10.1,3499.0,0.3,0.31,,,2017,6.2,M2,83.211477,42.785424,215.56491400000002,73.279138
146,GJ 649,GJ 649 b,Radial Velocity,1,598.3,1.135,0.3,,0.328,,,16h58m08.85s,254.53687999999997,+25d44m39.0s,25.74416,10.38,9.69,3700.0,0.54,,,,2009,6.05,M0.5,46.523749,35.337414,248.94168399999998,48.059289
147,GJ 667 C,GJ 667 C b,Radial Velocity,5,7.2004,0.0505,0.13,,0.018000000000000002,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,3350.0,0.33,,,,2011,6.15,M1.5 V,351.83958,1.414651,261.429866,-11.862119999999999
148,GJ 667 C,GJ 667 C c,Radial Velocity,5,28.14,0.125,0.02,,0.012,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,3350.0,0.33,,,,2011,6.15,M1.5 V,351.83958,1.414651,261.429866,-11.862119999999999
149,GJ 667 C,GJ 667 C e,Radial Velocity,5,62.24,0.213,0.02,,0.008,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,3350.0,0.33,,,,2013,6.15,M1.5 V,351.83958,1.414651,261.429866,-11.862119999999999
150,GJ 667 C,GJ 667 C f,Radial Velocity,5,39.026,0.156,0.03,,0.008,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,3350.0,0.33,,,,2013,6.15,M1.5 V,351.83958,1.414651,261.429866,-11.862119999999999
151,GJ 667 C,GJ 667 C g,Radial Velocity,5,256.2,0.5489999999999999,0.08,,0.014,,,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,10.22,3350.0,0.33,,,,2013,6.15,M1.5 V,351.83958,1.414651,261.429866,-11.862119999999999
152,GJ 674,GJ 674 b,Radial Velocity,1,4.6938,0.039,0.2,,0.035,,,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.55,9.37,3600.0,0.35,,,,2007,6.25,M2.5,343.003882,-6.777523,264.165953,-23.614419
153,GJ 676 A,GJ 676 A b,Radial Velocity,4,1056.80005,1.82,0.33,,4.96,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978000000006,16.9,9.58,3734.0,0.73,0.69,,,2010,6.0,M0 V,339.10397,-9.542696,264.752044,-28.333378999999997
154,GJ 676 A,GJ 676 A c,Radial Velocity,4,7337.0,6.6,,,6.8,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978000000006,16.9,9.58,3734.0,0.73,0.69,,,2016,6.0,M0 V,339.10397,-9.542696,264.752044,-28.333378999999997
155,GJ 676 A,GJ 676 A d,Radial Velocity,4,3.6005,,0.262,,0.014,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978000000006,16.9,9.58,3734.0,0.73,0.69,,,2012,6.0,M0 V,339.10397,-9.542696,264.752044,-28.333378999999997
156,GJ 676 A,GJ 676 A e,Radial Velocity,4,35.39,,0.125,,0.025,,,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978000000006,16.9,9.58,3734.0,0.73,0.69,,,2012,6.0,M0 V,339.10397,-9.542696,264.752044,-28.333378999999997
157,GJ 687,GJ 687 b,Radial Velocity,1,38.14,0.17,0.04,,0.06,,,17h36m25.90s,264.10791,+68d20m20.9s,68.33914200000001,4.55,9.15,3340.0,0.45,0.43,,,2014,6.3,M3 V,98.602314,31.964193,139.09896899999998,87.126489
158,GJ 832,GJ 832 b,Radial Velocity,2,3657.0,3.56,0.08,,0.68,,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,8.66,3472.0,0.45,,,,2008,6.15,M1.5,349.172997,-46.349541,308.61925099999996,-32.474924
159,GJ 832,GJ 832 c,Radial Velocity,2,35.68,0.163,0.18,,0.017,,,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.97,8.66,3472.0,0.45,,,,2014,6.15,M1.5,349.172997,-46.349541,308.61925099999996,-32.474924
160,GJ 849,GJ 849 b,Radial Velocity,1,1882.0,2.35,0.04,,1.0,,,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.8,10.37,3241.0,0.65,0.53,,,2006,6.3,M3 V,55.890562,-45.399081,332.71949,6.277393
161,GJ 86,GJ 86 b,Radial Velocity,1,15.76491,0.11,0.04,,4.42,,,02h10m25.93s,32.608059000000004,-50d49m25.4s,-50.823723,10.79,6.12,5182.0,0.93,0.77,,,1999,5.1,K1 V,275.92629,-61.960869,0.427529,-57.84908299999999
162,GJ 876,GJ 876 b,Radial Velocity,4,61.1166,0.208317,0.0324,59.0,2.2756,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,,0.32,0.3,723.2235,,1998,6.4,M4,52.003955,-59.630067,339.169218,-6.626662
163,GJ 876,GJ 876 c,Radial Velocity,4,30.0881,0.12959,0.25590999999999997,59.0,0.7142,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,,0.32,0.3,226.9846,,2000,6.4,M4,52.003955,-59.630067,339.169218,-6.626662
164,GJ 876,GJ 876 d,Radial Velocity,4,1.93778,0.020807,0.207,59.0,0.021,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,,0.32,0.3,6.83,,2005,6.4,M4,52.003955,-59.630067,339.169218,-6.626662
165,GJ 876,GJ 876 e,Radial Velocity,4,124.26,0.3343,0.055,59.0,0.046,,,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.68,10.191,,0.32,0.3,14.6,,2010,6.4,M4,52.003955,-59.630067,339.169218,-6.626662
166,GJ 96,GJ 96 b,Radial Velocity,1,73.94,0.29100000000000004,0.44,,0.06186000000000001,,,02h22m14.64s,35.56101599999999,+47d52m48.1s,47.880028,11.94,9.345,3785.0,0.6,,,,2018,6.2,M2,138.29200500000002,-12.265076,50.116482,31.693965000000002
167,GJ 9827,GJ 9827 b,Transit,3,1.2089802,0.01888,,85.73,0.010759999999999999,0.145,4.5,23h27m04.83s,351.77014199999996,-01d17m10.6s,-1.286273,30.32,10.25,4269.0,0.61,0.61,3.42,1.62,2017,5.5,K5 V,81.344525,-57.182757,351.93355099999997,2.082007
168,GJ 9827,GJ 9827 c,Transit,3,3.648083,0.03942,,88.05,0.00761,0.113,6.4,23h27m04.83s,351.77014199999996,-01d17m10.6s,-1.286273,30.32,10.25,4269.0,0.61,0.61,2.42,1.2690000000000001,2017,5.5,K5 V,81.344525,-57.182757,351.93355099999997,2.082007
169,GJ 9827,GJ 9827 d,Transit,3,6.201467,0.05615,,87.39,0.01636,0.185,3.23,23h27m04.83s,351.77014199999996,-01d17m10.6s,-1.286273,30.32,10.25,4269.0,0.61,0.61,5.2,2.07,2017,5.5,K5 V,81.344525,-57.182757,351.93355099999997,2.082007
170,GQ Lup,GQ Lup b,Imaging,1,,100.0,,,20.0,3.0,,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139.0,12.43,,0.7,,6356.0,33.6,2004,5.7,K7e V,338.925348,14.510879999999998,242.937052,-15.23378
171,GSC 06214-00210,GSC 06214-00210 b,Imaging,1,,320.0,,,16.0,,,16h21m54.67s,245.47777999999997,-20d43m09.1s,-20.719202,145.0,12.375,4200.0,0.9,,5000.0,,2010,5.7,K7,355.261958,20.124738,247.154925,0.796311
172,GU Psc,GU Psc b,Imaging,1,,2000.0,,,11.3,1.265,,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48.0,13.55,,0.33,,3591.3,14.179,2014,6.3,M3,130.152329,-45.509583,23.228804,8.67441
173,HAT-P-1,HAT-P-1 b,Transit,1,4.46529976,0.05561,,85.634,0.525,1.319,0.282,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139.0,10.34,5980.0,1.15,1.17,166.86075,14.785,2006,4.0,G0 V,99.791512,-19.036217,4.295522,41.042024
174,HAT-P-11,HAT-P-11 b,Transit,2,4.88780244,0.052539999999999996,0.218,,0.07362,0.389,,19h50m50.24s,297.70935099999997,+48d04m51.1s,48.080856,37.81,9.174,4780.0,0.81,0.68,,4.36,2008,5.4,K4,81.833662,10.772474,321.548018,66.629453
175,HAT-P-11,HAT-P-11 c,Radial Velocity,2,3407.0,4.13,0.601,,1.5951899999999999,,,19h50m50.24s,297.70935099999997,+48d04m51.1s,48.080856,37.81,9.174,4780.0,0.81,0.68,,,2018,5.4,K4,81.833662,10.772474,321.548018,66.629453
176,HAT-P-12,HAT-P-12 b,Transit,1,3.2130598,0.0384,0.0,89.0,0.211,0.9590000000000001,0.3192,13h57m33.48s,209.389489,+43d29m36.7s,43.493534000000004,142.5,12.84,4650.0,0.73,0.7,67.059,10.749,2009,5.4,K4,87.99169599999998,68.875804,184.7799,50.632274
177,HAT-P-13,HAT-P-13 b,Transit,2,2.91625,,0.0133,83.4,0.851,1.272,,08h39m31.81s,129.88253600000002,+47d21m07.4s,47.352051,214.0,10.622,5653.0,1.22,1.56,270.462,14.258,2009,4.4,G4,172.498256,37.542173,119.44488500000001,27.907101
178,HAT-P-13,HAT-P-13 c,Radial Velocity,2,446.27,,0.6616,,14.28,,,08h39m31.81s,129.88253600000002,+47d21m07.4s,47.352051,214.0,10.622,5653.0,1.22,1.56,,,2009,4.4,G4,172.498256,37.542173,119.44488500000001,27.907101
179,HAT-P-14,HAT-P-14 b,Transit,1,4.627669999999998,,0.11,83.5,3.44,1.42,,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205.0,9.98,6600.0,2.65,1.82,1093.3352,15.917,2010,3.0,F,62.589094,33.537603999999995,253.788135,61.126380000000005
180,HAT-P-15,HAT-P-15 b,Transit,1,10.8635,,0.19,89.1,1.94,1.06,,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190.0,12.16,5568.0,1.0,1.07,616.5902,11.882,2010,4.5,G5,161.55856799999995,-6.891566,70.961623,17.578264
181,HAT-P-16,HAT-P-16 b,Transit,1,2.77596,0.0413,0.036000000000000004,86.6,4.1930000000000005,1.2890000000000001,2.42,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.0,10.812000000000001,6158.0,1.22,1.24,1332.605,14.448,2010,3.8,F8,120.346854,-20.342618,27.650227,34.792342
182,HAT-P-17,HAT-P-17 b,Transit,2,10.33852,,0.35,89.2,0.58,1.05,,21h38m08.74s,324.53639599999997,+30d29m19.4s,30.488715999999997,90.0,10.54,5246.0,0.99,0.87,184.3414,11.769,2010,5.0,K,80.85211,-16.176688000000002,339.897027,41.63443
183,HAT-P-17,HAT-P-17 c,Radial Velocity,2,5584.0,5.6,0.39,,3.4,,,21h38m08.74s,324.53639599999997,+30d29m19.4s,30.488715999999997,90.0,10.54,5246.0,0.99,0.87,,,2010,5.0,K,80.85211,-16.176688000000002,339.897027,41.63443
184,HAT-P-18,HAT-P-18 b,Transit,1,5.5080230000000014,0.0559,0.084,88.8,0.197,0.995,0.25,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166.0,12.759,4803.0,0.77,0.75,62.61,11.152999999999999,2010,5.2,K2,55.652182,35.56180399999999,249.552483,55.486755
185,HAT-P-19,HAT-P-19 b,Transit,1,4.008778,0.0466,0.067,88.2,0.292,1.1320000000000001,0.25,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215.0,12.901,4990.0,0.84,0.82,92.802,12.689,2010,5.1,K1,119.817745,-28.079258000000006,23.422627,27.930092
186,HAT-P-2,HAT-P-2 b,Transit,1,5.6335158,0.06813999999999999,0.5172,,8.62,,,16h20m36.36s,245.15148900000003,+41d02m53.1s,41.048084,128.25,8.72,6380.0,1.33,1.39,,,2007,3.8,F8,65.02095600000001,45.232339,229.161802,61.011642
187,HAT-P-20,HAT-P-20 b,Transit,1,2.875317,0.0361,0.015,86.8,7.246,0.867,13.78,07h27m39.95s,111.91646899999999,+24d20m11.9s,24.33663,70.0,11.339,4595.0,0.76,0.69,2302.899,9.718,2010,5.3,K3,194.414905,18.394672,109.90035300000001,2.398764
188,HAT-P-21,HAT-P-21 b,Transit,1,4.12448,,0.23,87.2,4.87,1.11,,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254.0,11.685,5588.0,1.24,1.21,1547.8321,12.442,2010,4.3,G3,169.324835,67.463713,153.849859,33.830667
189,HAT-P-22,HAT-P-22 b,Transit,1,3.21222,,0.02,86.9,2.47,1.15,,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82.0,9.732000000000001,5302.0,1.13,1.11,785.0401,12.89,2010,4.5,G5,163.64726399999995,53.566834,136.856945,36.808314
190,HAT-P-23,HAT-P-23 b,Transit,1,1.21288,,0.11,85.1,1.34,1.09,,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393.0,12.432,5905.0,0.58,0.96,425.8922,12.218,2010,4.0,G0,58.936294,-11.834165,313.497978,34.907378
191,HAT-P-24,HAT-P-24 b,Transit,1,3.35524,,0.07,88.6,0.75,1.3,,07h15m18.01s,108.82505800000001,+14d15m45.4s,14.262599,396.0,11.818,6373.0,1.37,1.38,238.3725,14.572000000000001,2010,3.8,F8,202.738016,11.65316,108.408689,-7.981749000000001
192,HAT-P-25,HAT-P-25 b,Transit,1,3.652836,0.0466,0.032,87.6,0.5670000000000001,1.19,0.42,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297.0,13.19,5500.0,1.01,0.96,180.202,13.339,2010,4.5,G5,159.314258,-27.442491,52.78560600000001,6.967523
193,HAT-P-26,HAT-P-26 b,Transit,1,4.23452,,0.12,88.6,0.07,0.63,,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134.0,11.744000000000002,5079.0,1.12,0.87,22.2481,7.062,2010,5.1,K1,346.513394,59.873133,209.495168,16.377661
194,HAT-P-27,HAT-P-27 b,Transit,1,3.039577,0.04,0.0,85.0,0.62,1.02,,14h51m04.18s,222.76743599999998,+05d56m50.5s,5.947368,204.0,,5300.0,0.94,0.9,197.05,11.43,2011,4.8,G8,1.683409,54.54395400000001,218.385652,21.328293
195,HAT-P-28,HAT-P-28 b,Transit,1,3.257215,0.0434,0.051,88.0,0.626,1.212,0.44,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395.0,13.03,5680.0,1.02,1.1,198.953,13.585,2011,4.3,G3,123.063604,-28.143139,26.326658000000002,26.688071
